l2bn,l2ts,batchTimestamp,delay,batchPosterAddress,batchNumber,batchDataGas,l1BaseFeeWei
160384651,1702655550,1702654787,-763,0xad8663715b08f41a3aec47cc,444193,1520894,102506316878
160384652,1702655550,1702654787,-763,0xad8663715b08f41a3aec47cc,444194,1554192,102506316878
160384653,1702655550,1702654787,-763,0xad8663715b08f41a3aec47cc,444195,1529840,102506316878
160384654,1702655550,1702654787,-763,0xad8663715b08f41a3aec47cc,444196,1529976,102506316878
160384655,1702655550,1702654787,-763,0xad8663715b08f41a3aec47cc,444197,1591278,102506316878
160384656,1702655550,1702654799,-751,0xad8663715b08f41a3aec47cc,444198,1588142,106051784010
160384657,1702655550,1702654799,-751,0xad8663715b08f41a3aec47cc,444199,1547456,106051784010
160384658,1702655550,1702654799,-751,0xad8663715b08f41a3aec47cc,444200,1616514,106051784010
160384659,1702655550,1702654799,-751,0xad8663715b08f41a3aec47cc,444201,1604636,106051784010
160384660,1702655550,1702654799,-751,0xad8663715b08f41a3aec47cc,444202,1573774,106051784010
160384662,1702655559,1702654799,-760,0xad8663715b08f41a3aec47cc,444203,1517786,106051784010
160384663,1702655559,1702654811,-748,0xad8663715b08f41a3aec47cc,444204,1532742,109941021968
160384664,1702655559,1702654811,-748,0xad8663715b08f41a3aec47cc,444205,1518922,109941021968
160384665,1702655559,1702654811,-748,0xad8663715b08f41a3aec47cc,444206,1526400,109941021968
160384666,1702655559,1702654811,-748,0xad8663715b08f41a3aec47cc,444207,1561894,109941021968
160384667,1702655559,1702654811,-748,0xad8663715b08f41a3aec47cc,444208,1564748,109941021968
160384668,1702655559,1702654811,-748,0xad8663715b08f41a3aec47cc,444209,1564196,109941021968
160384669,1702655559,1702654823,-736,0xad8663715b08f41a3aec47cc,444210,1614170,114615747204
160384670,1702655559,1702654823,-736,0xad8663715b08f41a3aec47cc,444211,1537502,114615747204
160384671,1702655559,1702654823,-736,0xad8663715b08f41a3aec47cc,444212,1614480,114615747204
160384672,1702655559,1702654823,-736,0xad8663715b08f41a3aec47cc,444213,1507202,114615747204
160384673,1702655559,1702654823,-736,0xad8663715b08f41a3aec47cc,444214,1597008,114615747204
160384674,1702655559,1702654823,-736,0xad8663715b08f41a3aec47cc,444215,1590258,114615747204
160384677,1702655559,1702654835,-724,0xad8663715b08f41a3aec47cc,444216,1531184,117560409134
160384678,1702655559,1702654835,-724,0xad8663715b08f41a3aec47cc,444217,1572744,117560409134
160384679,1702655559,1702654835,-724,0xad8663715b08f41a3aec47cc,444218,1549180,117560409134
160384680,1702655559,1702654835,-724,0xad8663715b08f41a3aec47cc,444219,1548518,117560409134
160384681,1702655559,1702654835,-724,0xad8663715b08f41a3aec47cc,444220,1488132,117560409134
160384682,1702655559,1702654835,-724,0xad8663715b08f41a3aec47cc,444221,1545554,117560409134
160384683,1702655559,1702654847,-712,0xad8663715b08f41a3aec47cc,444222,1607454,119939048078
160384684,1702655559,1702654847,-712,0xad8663715b08f41a3aec47cc,444223,1540790,119939048078
160384685,1702655559,1702654847,-712,0xad8663715b08f41a3aec47cc,444224,1587320,119939048078
160384686,1702655559,1702654847,-712,0xad8663715b08f41a3aec47cc,444225,1607242,119939048078
160384687,1702655559,1702654847,-712,0xad8663715b08f41a3aec47cc,444226,1570394,119939048078
160384688,1702655559,1702654847,-712,0xad8663715b08f41a3aec47cc,444227,1488734,119939048078
160384689,1702655559,1702654871,-688,0xad8663715b08f41a3aec47cc,444228,1508360,113575555208
160384690,1702655559,1702654871,-688,0xad8663715b08f41a3aec47cc,444229,1527022,113575555208
160384691,1702655559,1702654871,-688,0xad8663715b08f41a3aec47cc,444230,1504150,113575555208
160384692,1702655559,1702654871,-688,0xad8663715b08f41a3aec47cc,444231,1559712,113575555208
160384693,1702655559,1702654871,-688,0xad8663715b08f41a3aec47cc,444232,1498422,113575555208
160384694,1702655559,1702654871,-688,0xad8663715b08f41a3aec47cc,444233,1509228,113575555208
160384695,1702655559,1702654883,-676,0xad8663715b08f41a3aec47cc,444234,1539062,121394021657
160384696,1702655559,1702654883,-676,0xad8663715b08f41a3aec47cc,444235,1612262,121394021657
160384697,1702655559,1702654883,-676,0xad8663715b08f41a3aec47cc,444236,1516032,121394021657
160384698,1702655559,1702654883,-676,0xad8663715b08f41a3aec47cc,444237,1503110,121394021657
160384699,1702655559,1702654883,-676,0xad8663715b08f41a3aec47cc,444238,1431136,121394021657
160384700,1702655559,1702654883,-676,0xad8663715b08f41a3aec47cc,444239,1527190,121394021657
160384702,1702655559,1702654895,-664,0xad8663715b08f41a3aec47cc,444240,1611326,125392862124
160384703,1702655559,1702654895,-664,0xad8663715b08f41a3aec47cc,444241,1611518,125392862124
160384704,1702655559,1702654895,-664,0xad8663715b08f41a3aec47cc,444242,1524258,125392862124
160384705,1702655559,1702654895,-664,0xad8663715b08f41a3aec47cc,444243,1595094,125392862124
160384706,1702655559,1702654895,-664,0xad8663715b08f41a3aec47cc,444244,1584564,125392862124
160384707,1702655559,1702654907,-652,0xad8663715b08f41a3aec47cc,444245,1560258,124440381079
160384708,1702655559,1702654907,-652,0xad8663715b08f41a3aec47cc,444246,1610442,124440381079
160384709,1702655559,1702654907,-652,0xad8663715b08f41a3aec47cc,444247,1526634,124440381079
160384710,1702655559,1702654907,-652,0xad8663715b08f41a3aec47cc,444248,1579884,124440381079
160384711,1702655559,1702654907,-652,0xad8663715b08f41a3aec47cc,444249,1571752,124440381079
160384712,1702655559,1702654919,-640,0xad8663715b08f41a3aec47cc,444250,1525630,127751511478
160384713,1702655559,1702654919,-640,0xad8663715b08f41a3aec47cc,444251,1575366,127751511478
160384714,1702655559,1702654919,-640,0xad8663715b08f41a3aec47cc,444252,1569570,127751511478
160384715,1702655559,1702654919,-640,0xad8663715b08f41a3aec47cc,444253,1527772,127751511478
160384716,1702655559,1702654919,-640,0xad8663715b08f41a3aec47cc,444254,1484244,127751511478
160384717,1702655559,1702654943,-616,0xad8663715b08f41a3aec47cc,444255,1586702,118742120478
160384718,1702655559,1702654943,-616,0xad8663715b08f41a3aec47cc,444256,1517930,118742120478
160384719,1702655559,1702654943,-616,0xad8663715b08f41a3aec47cc,444257,1577378,118742120478
160384720,1702655559,1702654943,-616,0xad8663715b08f41a3aec47cc,444258,1603026,118742120478
160384721,1702655559,1702654943,-616,0xad8663715b08f41a3aec47cc,444259,1570242,118742120478
160384722,1702655559,1702654943,-616,0xad8663715b08f41a3aec47cc,444260,1571670,118742120478
160384723,1702655559,1702654955,-604,0xad8663715b08f41a3aec47cc,444261,1595698,125553616760
160384724,1702655559,1702654955,-604,0xad8663715b08f41a3aec47cc,444262,1597070,125553616760
160384725,1702655559,1702654955,-604,0xad8663715b08f41a3aec47cc,444263,1469900,125553616760
160384726,1702655559,1702654967,-592,0xad8663715b08f41a3aec47cc,444264,1608850,123129626321
160384727,1702655559,1702655051,-508,0xad8663715b08f41a3aec47cc,444265,1516884,93749554647
160384729,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444266,1563406,84981266482
160384730,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444267,1526294,84981266482
160384731,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444268,1555856,84981266482
160384732,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444269,1568850,84981266482
160384733,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444270,1481426,84981266482
160384734,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444271,1558660,84981266482
160384735,1702655669,1702655087,-582,0xad8663715b08f41a3aec47cc,444272,1500968,84981266482
160384737,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444273,1557854,83740201480
160384738,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444274,1534632,83740201480
160384739,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444275,1607744,83740201480
160384740,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444276,1561326,83740201480
160384741,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444277,1516578,83740201480
160384742,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444278,1605120,83740201480
160384743,1702655669,1702655135,-534,0xad8663715b08f41a3aec47cc,444279,1505708,83740201480
160384744,1702655669,1702655147,-522,0xad8663715b08f41a3aec47cc,444280,1541038,94202292623
160384745,1702655669,1702655147,-522,0xad8663715b08f41a3aec47cc,444281,1565640,94202292623
160384746,1702655669,1702655147,-522,0xad8663715b08f41a3aec47cc,444282,1461322,94202292623
160384748,1702655730,1702655147,-583,0xad8663715b08f41a3aec47cc,444283,1543738,94202292623
160384749,1702655730,1702655147,-583,0xad8663715b08f41a3aec47cc,444284,1530042,94202292623
160384750,1702655730,1702655147,-583,0xad8663715b08f41a3aec47cc,444285,1559342,94202292623
160384751,1702655730,1702655147,-583,0xad8663715b08f41a3aec47cc,444286,1502906,94202292623
160384752,1702655730,1702655159,-571,0xad8663715b08f41a3aec47cc,444287,1576698,105974700535
160384753,1702655730,1702655159,-571,0xad8663715b08f41a3aec47cc,444288,1525208,105974700535
160384754,1702655730,1702655159,-571,0xad8663715b08f41a3aec47cc,444289,1543982,105974700535
160384755,1702655730,1702655159,-571,0xad8663715b08f41a3aec47cc,444290,1475890,105974700535
160384756,1702655730,1702655159,-571,0xad8663715b08f41a3aec47cc,444291,1597052,105974700535
160384757,1702655730,1702655159,-571,0xad8663715b08f41a3aec47cc,444292,1550598,105974700535
160384758,1702655730,1702655171,-559,0xad8663715b08f41a3aec47cc,444293,1602942,111968718792
160384759,1702655730,1702655171,-559,0xad8663715b08f41a3aec47cc,444294,1571832,111968718792
160384760,1702655730,1702655171,-559,0xad8663715b08f41a3aec47cc,444295,1608852,111968718792
160384761,1702655730,1702655171,-559,0xad8663715b08f41a3aec47cc,444296,1583138,111968718792
160384762,1702655730,1702655171,-559,0xad8663715b08f41a3aec47cc,444297,1566392,111968718792
160384763,1702655730,1702655171,-559,0xad8663715b08f41a3aec47cc,444298,1584666,111968718792
160384764,1702655730,1702655195,-535,0xad8663715b08f41a3aec47cc,444299,1544990,106617188857
160384765,1702655730,1702655195,-535,0xad8663715b08f41a3aec47cc,444300,1611498,106617188857
160384766,1702655730,1702655195,-535,0xad8663715b08f41a3aec47cc,444301,1556398,106617188857
160384767,1702655730,1702655195,-535,0xad8663715b08f41a3aec47cc,444302,1557972,106617188857
160384768,1702655730,1702655195,-535,0xad8663715b08f41a3aec47cc,444303,1551348,106617188857
160384769,1702655730,1702655195,-535,0xad8663715b08f41a3aec47cc,444304,1574764,106617188857
160384770,1702655730,1702655207,-523,0xad8663715b08f41a3aec47cc,444305,1603756,116998368599
160384771,1702655730,1702655207,-523,0xad8663715b08f41a3aec47cc,444306,1529734,116998368599
160384772,1702655730,1702655207,-523,0xad8663715b08f41a3aec47cc,444307,1529598,116998368599
160384773,1702655730,1702655207,-523,0xad8663715b08f41a3aec47cc,444308,1544582,116998368599
160384774,1702655730,1702655207,-523,0xad8663715b08f41a3aec47cc,444309,1614900,116998368599
160384775,1702655730,1702655207,-523,0xad8663715b08f41a3aec47cc,444310,1485838,116998368599
160384776,1702655730,1702655219,-511,0xad8663715b08f41a3aec47cc,444311,1521360,119667150136
160384777,1702655730,1702655219,-511,0xad8663715b08f41a3aec47cc,444312,1536098,119667150136
160384778,1702655730,1702655219,-511,0xad8663715b08f41a3aec47cc,444313,1506948,119667150136
160384779,1702655730,1702655219,-511,0xad8663715b08f41a3aec47cc,444314,1540332,119667150136
160384780,1702655730,1702655219,-511,0xad8663715b08f41a3aec47cc,444315,1575690,119667150136
160384781,1702655730,1702655219,-511,0xad8663715b08f41a3aec47cc,444316,1580484,119667150136
160384782,1702655730,1702655231,-499,0xad8663715b08f41a3aec47cc,444317,1535566,122398143975
160384783,1702655730,1702655231,-499,0xad8663715b08f41a3aec47cc,444318,1521570,122398143975
160384784,1702655730,1702655231,-499,0xad8663715b08f41a3aec47cc,444319,1569142,122398143975
160384785,1702655730,1702655231,-499,0xad8663715b08f41a3aec47cc,444320,1536532,122398143975
160384786,1702655730,1702655231,-499,0xad8663715b08f41a3aec47cc,444321,1535856,122398143975
160384787,1702655730,1702655231,-499,0xad8663715b08f41a3aec47cc,444322,1513154,122398143975
160384788,1702655730,1702655243,-487,0xad8663715b08f41a3aec47cc,444323,1513714,126329095006
160384789,1702655730,1702655243,-487,0xad8663715b08f41a3aec47cc,444324,1543776,126329095006
160384790,1702655730,1702655243,-487,0xad8663715b08f41a3aec47cc,444325,1570738,126329095006
160384791,1702655730,1702655243,-487,0xad8663715b08f41a3aec47cc,444326,1555994,126329095006
160384792,1702655730,1702655243,-487,0xad8663715b08f41a3aec47cc,444327,1515858,126329095006
160384793,1702655730,1702655255,-475,0xad8663715b08f41a3aec47cc,444328,1508196,124141003495
160384794,1702655730,1702655255,-475,0xad8663715b08f41a3aec47cc,444329,1507138,124141003495
160384795,1702655730,1702655255,-475,0xad8663715b08f41a3aec47cc,444330,1609312,124141003495
160384796,1702655730,1702655255,-475,0xad8663715b08f41a3aec47cc,444331,1573304,124141003495
160384797,1702655730,1702655255,-475,0xad8663715b08f41a3aec47cc,444332,1593800,124141003495
160384798,1702655730,1702655279,-451,0xad8663715b08f41a3aec47cc,444333,1578568,114574120065
160384799,1702655730,1702655279,-451,0xad8663715b08f41a3aec47cc,444334,1503840,114574120065
160384800,1702655730,1702655279,-451,0xad8663715b08f41a3aec47cc,444335,1585210,114574120065
160384801,1702655730,1702655279,-451,0xad8663715b08f41a3aec47cc,444336,1612604,114574120065
160384802,1702655730,1702655279,-451,0xad8663715b08f41a3aec47cc,444337,1584584,114574120065
160384803,1702655730,1702655279,-451,0xad8663715b08f41a3aec47cc,444338,1519598,114574120065
160384804,1702655730,1702655291,-439,0xad8663715b08f41a3aec47cc,444339,1610082,118538796131
160384805,1702655730,1702655291,-439,0xad8663715b08f41a3aec47cc,444340,1539368,118538796131
160384806,1702655730,1702655291,-439,0xad8663715b08f41a3aec47cc,444341,1553786,118538796131
160384807,1702655730,1702655291,-439,0xad8663715b08f41a3aec47cc,444342,1548596,118538796131
160384808,1702655730,1702655291,-439,0xad8663715b08f41a3aec47cc,444343,1518508,118538796131
160384809,1702655730,1702655291,-439,0xad8663715b08f41a3aec47cc,444344,1541282,118538796131
160384810,1702655730,1702655303,-427,0xad8663715b08f41a3aec47cc,444345,1524672,122111690778
160384811,1702655730,1702655303,-427,0xad8663715b08f41a3aec47cc,444346,1477896,122111690778
160384812,1702655730,1702655303,-427,0xad8663715b08f41a3aec47cc,444347,1613804,122111690778
160384814,1702656055,1702655303,-752,0xad8663715b08f41a3aec47cc,444348,1545960,122111690778
160384815,1702656055,1702655303,-752,0xad8663715b08f41a3aec47cc,444349,1425566,122111690778
160384816,1702656055,1702655303,-752,0xad8663715b08f41a3aec47cc,444350,1474788,122111690778
160384817,1702656055,1702655339,-716,0xad8663715b08f41a3aec47cc,444351,1522958,115753421468
160384818,1702656055,1702655339,-716,0xad8663715b08f41a3aec47cc,444352,1577400,115753421468
160384819,1702656055,1702655339,-716,0xad8663715b08f41a3aec47cc,444353,1589884,115753421468
160384820,1702656055,1702655339,-716,0xad8663715b08f41a3aec47cc,444354,1555846,115753421468
160384821,1702656055,1702655339,-716,0xad8663715b08f41a3aec47cc,444355,1517230,115753421468
160384822,1702656055,1702655339,-716,0xad8663715b08f41a3aec47cc,444356,1555634,115753421468
160384823,1702656055,1702655351,-704,0xad8663715b08f41a3aec47cc,444357,1532450,130081664537
160384824,1702656055,1702655351,-704,0xad8663715b08f41a3aec47cc,444358,1529716,130081664537
160384825,1702656055,1702655375,-680,0xad8663715b08f41a3aec47cc,444359,1508966,123006784787
160384826,1702656055,1702655471,-584,0xad8663715b08f41a3aec47cc,444360,1556490,96784786130
160384827,1702656055,1702655471,-584,0xad8663715b08f41a3aec47cc,444361,1545986,96784786130
160384828,1702656055,1702655471,-584,0xad8663715b08f41a3aec47cc,444362,1540458,96784786130
160384829,1702656055,1702655471,-584,0xad8663715b08f41a3aec47cc,444363,1491058,96784786130
160384830,1702656055,1702655471,-584,0xad8663715b08f41a3aec47cc,444364,1547184,96784786130
160384831,1702656055,1702655471,-584,0xad8663715b08f41a3aec47cc,444365,1497968,96784786130
160384832,1702656055,1702655495,-560,0xad8663715b08f41a3aec47cc,444366,1505916,97637835752
160384833,1702656055,1702655495,-560,0xad8663715b08f41a3aec47cc,444367,1568260,97637835752
160384834,1702656055,1702655495,-560,0xad8663715b08f41a3aec47cc,444368,1499976,97637835752
160384835,1702656055,1702655495,-560,0xad8663715b08f41a3aec47cc,444369,1610086,97637835752
160384836,1702656055,1702655495,-560,0xad8663715b08f41a3aec47cc,444370,1554880,97637835752
160384837,1702656055,1702655495,-560,0xad8663715b08f41a3aec47cc,444371,1567478,97637835752
160384838,1702656055,1702655507,-548,0xad8663715b08f41a3aec47cc,444372,1528346,99987177014
160384839,1702656055,1702655507,-548,0xad8663715b08f41a3aec47cc,444373,1587998,99987177014
160384840,1702656055,1702655507,-548,0xad8663715b08f41a3aec47cc,444374,1606020,99987177014
160384841,1702656055,1702655507,-548,0xad8663715b08f41a3aec47cc,444375,1532284,99987177014
160384842,1702656055,1702655507,-548,0xad8663715b08f41a3aec47cc,444376,1597844,99987177014
160384843,1702656055,1702655507,-548,0xad8663715b08f41a3aec47cc,444377,1603624,99987177014
160384844,1702656055,1702655519,-536,0xad8663715b08f41a3aec47cc,444378,1607092,102268734412
160384845,1702656055,1702655519,-536,0xad8663715b08f41a3aec47cc,444379,1504090,102268734412
160384846,1702656055,1702655519,-536,0xad8663715b08f41a3aec47cc,444380,1599202,102268734412
160384847,1702656055,1702655519,-536,0xad8663715b08f41a3aec47cc,444381,1535506,102268734412
160384848,1702656055,1702655519,-536,0xad8663715b08f41a3aec47cc,444382,1525084,102268734412
160384849,1702656055,1702655519,-536,0xad8663715b08f41a3aec47cc,444383,1610082,102268734412
160384850,1702656055,1702655543,-512,0xad8663715b08f41a3aec47cc,444384,1511986,102084218590
160384851,1702656055,1702655543,-512,0xad8663715b08f41a3aec47cc,444385,1512418,102084218590
160384852,1702656055,1702655543,-512,0xad8663715b08f41a3aec47cc,444386,1589560,102084218590
160384853,1702656055,1702655543,-512,0xad8663715b08f41a3aec47cc,444387,1591450,102084218590
160384854,1702656055,1702655543,-512,0xad8663715b08f41a3aec47cc,444388,1541792,102084218590
160384855,1702656055,1702655543,-512,0xad8663715b08f41a3aec47cc,444389,1575486,102084218590
160384856,1702656055,1702655555,-500,0xad8663715b08f41a3aec47cc,444390,1519372,106807832330
160384857,1702656055,1702655567,-488,0xad8663715b08f41a3aec47cc,444391,1509914,102704508609
160384858,1702656055,1702655567,-488,0xad8663715b08f41a3aec47cc,444392,1487910,102704508609
160384859,1702656055,1702655567,-488,0xad8663715b08f41a3aec47cc,444393,1568848,102704508609
160384860,1702656055,1702655567,-488,0xad8663715b08f41a3aec47cc,444394,1579670,102704508609
160384861,1702656055,1702655567,-488,0xad8663715b08f41a3aec47cc,444395,1601076,102704508609
160384862,1702656055,1702655567,-488,0xad8663715b08f41a3aec47cc,444396,1525980,102704508609
160384863,1702656055,1702655579,-476,0xad8663715b08f41a3aec47cc,444397,1611618,104526403572
160384864,1702656055,1702655579,-476,0xad8663715b08f41a3aec47cc,444398,1606698,104526403572
160384865,1702656055,1702655579,-476,0xad8663715b08f41a3aec47cc,444399,1584502,104526403572
160384866,1702656055,1702655579,-476,0xad8663715b08f41a3aec47cc,444400,1562946,104526403572
160384867,1702656055,1702655579,-476,0xad8663715b08f41a3aec47cc,444401,1612576,104526403572
160384868,1702656055,1702655579,-476,0xad8663715b08f41a3aec47cc,444402,1592500,104526403572
160384869,1702656055,1702655591,-464,0xad8663715b08f41a3aec47cc,444403,1543574,108311653066
160384870,1702656055,1702655591,-464,0xad8663715b08f41a3aec47cc,444404,1515264,108311653066
160384871,1702656055,1702655615,-440,0xad8663715b08f41a3aec47cc,444405,1515104,99141872512
160384872,1702656055,1702655615,-440,0xad8663715b08f41a3aec47cc,444406,1456498,99141872512
160384873,1702656055,1702655615,-440,0xad8663715b08f41a3aec47cc,444407,1570714,99141872512
160384874,1702656055,1702655615,-440,0xad8663715b08f41a3aec47cc,444408,1493620,99141872512
160384875,1702656055,1702655615,-440,0xad8663715b08f41a3aec47cc,444409,1518628,99141872512
160384876,1702656055,1702655615,-440,0xad8663715b08f41a3aec47cc,444410,1540784,99141872512
160384878,1702656055,1702655639,-416,0xad8663715b08f41a3aec47cc,444411,1375186,96588403063
160384879,1702656055,1702655639,-416,0xad8663715b08f41a3aec47cc,444412,1519984,96588403063
160384880,1702656055,1702655639,-416,0xad8663715b08f41a3aec47cc,444413,1488630,96588403063
160384881,1702656055,1702655639,-416,0xad8663715b08f41a3aec47cc,444414,1525350,96588403063
160384882,1702656055,1702655675,-380,0xad8663715b08f41a3aec47cc,444415,1472684,92546463913
160384886,1702656055,1702655807,-248,0xad8663715b08f41a3aec47cc,444416,1599706,74801690857
160384888,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444417,1545740,73221976141
160384889,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444418,1596886,73221976141
160384890,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444419,1548318,73221976141
160384891,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444420,1514830,73221976141
160384892,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444421,1512016,73221976141
160384893,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444422,1558302,73221976141
160384894,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444423,1585834,73221976141
160384895,1702656399,1702655855,-544,0xad8663715b08f41a3aec47cc,444424,1560298,73221976141
160384896,1702656399,1702655891,-508,0xad8663715b08f41a3aec47cc,444425,1510398,66769254556
160384897,1702656399,1702655891,-508,0xad8663715b08f41a3aec47cc,444426,1584074,66769254556
160384898,1702656399,1702655891,-508,0xad8663715b08f41a3aec47cc,444427,1492962,66769254556
160384899,1702656399,1702655903,-496,0xad8663715b08f41a3aec47cc,444428,1576694,75098528769
160384900,1702656399,1702655903,-496,0xad8663715b08f41a3aec47cc,444429,1499998,75098528769
160384901,1702656399,1702655903,-496,0xad8663715b08f41a3aec47cc,444430,1521098,75098528769
160384902,1702656399,1702655903,-496,0xad8663715b08f41a3aec47cc,444431,1522616,75098528769
160384903,1702656399,1702655903,-496,0xad8663715b08f41a3aec47cc,444432,1523202,75098528769
160384904,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444433,1497872,76722123289
160384905,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444434,1566306,76722123289
160384906,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444435,1604596,76722123289
160384907,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444436,1583128,76722123289
160384908,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444437,1548810,76722123289
160384909,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444438,1584790,76722123289
160384910,1702656399,1702655915,-484,0xad8663715b08f41a3aec47cc,444439,1541506,76722123289
160384911,1702656399,1702655927,-472,0xad8663715b08f41a3aec47cc,444440,1522782,84565798694
160384912,1702656399,1702655927,-472,0xad8663715b08f41a3aec47cc,444441,1602888,84565798694
160384913,1702656399,1702655927,-472,0xad8663715b08f41a3aec47cc,444442,1555436,84565798694
160384914,1702656399,1702655939,-460,0xad8663715b08f41a3aec47cc,444443,1542470,88426691811
160384915,1702656399,1702655939,-460,0xad8663715b08f41a3aec47cc,444444,1590978,88426691811
160384916,1702656399,1702655939,-460,0xad8663715b08f41a3aec47cc,444445,1575762,88426691811
160384917,1702656399,1702655939,-460,0xad8663715b08f41a3aec47cc,444446,1487604,88426691811
160384918,1702656399,1702655951,-448,0xad8663715b08f41a3aec47cc,444447,1606080,89534382766
160384919,1702656399,1702655951,-448,0xad8663715b08f41a3aec47cc,444448,1527810,89534382766
160384920,1702656399,1702655951,-448,0xad8663715b08f41a3aec47cc,444449,1537528,89534382766
160384921,1702656399,1702655963,-436,0xad8663715b08f41a3aec47cc,444450,1592298,90445959177
160384922,1702656399,1702655963,-436,0xad8663715b08f41a3aec47cc,444451,1561440,90445959177
160384923,1702656399,1702655963,-436,0xad8663715b08f41a3aec47cc,444452,1519618,90445959177
160384924,1702656399,1702655963,-436,0xad8663715b08f41a3aec47cc,444453,1532594,90445959177
160384925,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444454,1603966,92390439517
160384926,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444455,1542584,92390439517
160384927,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444456,1567994,92390439517
160384928,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444457,1597450,92390439517
160384929,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444458,1520396,92390439517
160384930,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444459,1545384,92390439517
160384931,1702656399,1702655975,-424,0xad8663715b08f41a3aec47cc,444460,1606758,92390439517
160384933,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444461,1518738,90876031899
160384934,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444462,1596820,90876031899
160384935,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444463,1568608,90876031899
160384936,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444464,1566746,90876031899
160384937,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444465,1527834,90876031899
160384938,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444466,1607072,90876031899
160384939,1702656399,1702655999,-400,0xad8663715b08f41a3aec47cc,444467,1545934,90876031899
160384940,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444468,1576214,93286092213
160384941,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444469,1515610,93286092213
160384942,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444470,1532902,93286092213
160384943,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444471,1566326,93286092213
160384944,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444472,1511546,93286092213
160384945,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444473,1592050,93286092213
160384946,1702656399,1702656023,-376,0xad8663715b08f41a3aec47cc,444474,1570860,93286092213
160384948,1702656399,1702656047,-352,0xad8663715b08f41a3aec47cc,444475,1545674,96421712287
160384949,1702656399,1702656047,-352,0xad8663715b08f41a3aec47cc,444476,1544272,96421712287
160384950,1702656399,1702656047,-352,0xad8663715b08f41a3aec47cc,444477,1515058,96421712287
160384951,1702656399,1702656047,-352,0xad8663715b08f41a3aec47cc,444478,1609240,96421712287
160384952,1702656399,1702656047,-352,0xad8663715b08f41a3aec47cc,444479,1519266,96421712287
160384953,1702656399,1702656047,-352,0xad8663715b08f41a3aec47cc,444480,1604390,96421712287
160384954,1702656399,1702656071,-328,0xad8663715b08f41a3aec47cc,444481,1500206,98728598713
160384955,1702656399,1702656071,-328,0xad8663715b08f41a3aec47cc,444482,1569752,98728598713
160384956,1702656399,1702656071,-328,0xad8663715b08f41a3aec47cc,444483,1543454,98728598713
160384957,1702656399,1702656071,-328,0xad8663715b08f41a3aec47cc,444484,1457130,98728598713
160384958,1702656399,1702656071,-328,0xad8663715b08f41a3aec47cc,444485,1513838,98728598713
160384959,1702656399,1702656071,-328,0xad8663715b08f41a3aec47cc,444486,1537562,98728598713
160384960,1702656399,1702656095,-304,0xad8663715b08f41a3aec47cc,444487,1528852,98655404964
160384961,1702656399,1702656095,-304,0xad8663715b08f41a3aec47cc,444488,1550322,98655404964
