delay,timestamp
787,1663196400
709,1663200000
738,1663203600
732,1663207200
826,1663210800
819,1663214400
812,1663218000
575,1663221600
1454,1663225200
1267,1663228800
1443,1663232400
1421,1663236000
1360,1663239600
1436,1663243200
1321,1663246800
1332,1663250400
1218,1663254000
1443,1663257600
1491,1663261200
1375,1663264800
1501,1663268400
1356,1663272000
1512,1663275600
1404,1663279200
1432,1663282800
1402,1663286400
1502,1663290000
1378,1663293600
1521,1663297200
1766,1663300800
1620,1663304400
1503,1663308000
1419,1663311600
1285,1663315200
1452,1663318800
1414,1663322400
1437,1663326000
1392,1663329600
1264,1663333200
1246,1663336800
1350,1663340400
1369,1663344000
1264,1663347600
1441,1663351200
1441,1663354800
1553,1663358400
1506,1663362000
1584,1663365600
1540,1663369200
1488,1663372800
1672,1663376400
1620,1663380000
1795,1663383600
1653,1663387200
1558,1663390800
1416,1663394400
1432,1663398000
1366,1663401600
1419,1663405200
1438,1663408800
1464,1663412400
1373,1663416000
1303,1663419600
1440,1663423200
1458,1663426800
1376,1663430400
1386,1663434000
1446,1663437600
1494,1663441200
1629,1663444800
1593,1663448400
1725,1663452000
1599,1663455600
1656,1663459200
1756,1663462800
1830,1663466400
1624,1663470000
1500,1663473600
1488,1663477200
1381,1663480800
1458,1663484400
1397,1663488000
1429,1663491600
1394,1663495200
1460,1663498800
1320,1663502400
1348,1663506000
1261,1663509600
1325,1663513200
1288,1663516800
1269,1663520400
1268,1663524000
1435,1663527600
1494,1663531200
1572,1663534800
3421,1663538400
1479,1663542000
1371,1663545600
1466,1663549200
1321,1663552800
1389,1663556400
1470,1663560000
1254,1663563600
1248,1663567200
1296,1663570800
1310,1663574400
1288,1663578000
1279,1663581600
1296,1663585200
1225,1663588800
1262,1663592400
1280,1663596000
1281,1663599600
1262,1663603200
1285,1663606800
1433,1663610400
1345,1663614000
1421,1663617600
1314,1663621200
1369,1663624800
1452,1663628400
1401,1663632000
1335,1663635600
1366,1663639200
1327,1663642800
1248,1663646400
1328,1663650000
1276,1663653600
1243,1663657200
1269,1663660800
1277,1663664400
1264,1663668000
1236,1663671600
1216,1663675200
1214,1663678800
1229,1663682400
1227,1663686000
1252,1663689600
1205,1663693200
1275,1663696800
1266,1663700400
1368,1663704000
1445,1663707600
1334,1663711200
1477,1663714800
1332,1663718400
1273,1663722000
1201,1663725600
1255,1663729200
1269,1663732800
1218,1663736400
1198,1663740000
1298,1663743600
1258,1663747200
1222,1663750800
1273,1663754400
1253,1663758000
1268,1663761600
1258,1663765200
1286,1663768800
1225,1663772400
1349,1663776000
1212,1663779600
1213,1663783200
1244,1663786800
1244,1663790400
1208,1663794000
1240,1663797600
1871,1663801200
1298,1663804800
1250,1663808400
1264,1663812000
1262,1663815600
1280,1663819200
1226,1663822800
1236,1663826400
1210,1663830000
1222,1663833600
1194,1663837200
1249,1663840800
1253,1663844400
1222,1663848000
1220,1663851600
1230,1663855200
1225,1663858800
1267,1663862400
1265,1663866000
1285,1663869600
1244,1663873200
1353,1663876800
1370,1663880400
1342,1663884000
1317,1663887600
1290,1663891200
1261,1663894800
1287,1663898400
1238,1663902000
1244,1663905600
1294,1663909200
1249,1663912800
1266,1663916400
1239,1663920000
1248,1663923600
1304,1663927200
1264,1663930800
1264,1663934400
1250,1663938000
1249,1663941600
1267,1663945200
1270,1663948800
1280,1663952400
1280,1663956000
1237,1663959600
1388,1663963200
1341,1663966800
1410,1663970400
1424,1663974000
1269,1663977600
1389,1663981200
1336,1663984800
1306,1663988400
1290,1663992000
1294,1663995600
1250,1663999200
1244,1664002800
1276,1664006400
1270,1664010000
1297,1664013600
1292,1664017200
1288,1664020800
1314,1664024400
1253,1664028000
1240,1664031600
1269,1664035200
1329,1664038800
1287,1664042400
1347,1664046000
1455,1664049600
1357,1664053200
1380,1664056800
1481,1664060400
1441,1664064000
1405,1664067600
1269,1664071200
1349,1664074800
1406,1664078400
1275,1664082000
1244,1664085600
1234,1664089200
1254,1664092800
1286,1664096400
1281,1664100000
1302,1664103600
1272,1664107200
1268,1664110800
1272,1664114400
1260,1664118000
1250,1664121600
1276,1664125200
1368,1664128800
1491,1664132400
1446,1664136000
1373,1664139600
1344,1664143200
1422,1664146800
1461,1664150400
1262,1664154000
1294,1664157600
1297,1664161200
1250,1664164800
1272,1664168400
1269,1664172000
1262,1664175600
1255,1664179200
1204,1664182800
1407,1664186400
1249,1664190000
1226,1664193600
1185,1664197200
1237,1664200800
1249,1664204400
1276,1664208000
1287,1664211600
1398,1664215200
1428,1664218800
1366,1664222400
1430,1664226000
1380,1664229600
1438,1664233200
1438,1664236800
1282,1664240400
1258,1664244000
1232,1664247600
1328,1664251200
1284,1664254800
1288,1664258400
1248,1664262000
1221,1664265600
1287,1664269200
1349,1664272800
1281,1664276400
1250,1664280000
1213,1664283600
1266,1664287200
1257,1664290800
1206,1664294400
1326,1664298000
1294,1664301600
1284,1664305200
1315,1664308800
1368,1664312400
1386,1664316000
1448,1664319600
1433,1664323200
1256,1664326800
1257,1664330400
1212,1664334000
1234,1664337600
1242,1664341200
1234,1664344800
1270,1664348400
1252,1664352000
1210,1664355600
1252,1664359200
1240,1664362800
1265,1664366400
1186,1664370000
1228,1664373600
1254,1664377200
1228,1664380800
1269,1664384400
1244,1664388000
1244,1664391600
1224,1664395200
1332,1664398800
1452,1664402400
1470,1664406000
1390,1664409600
1309,1664413200
1226,1664416800
1242,1664420400
1352,1664424000
1312,1664427600
1291,1664431200
1186,1664434800
1243,1664438400
1225,1664442000
1274,1664445600
1263,1664449200
1260,1664452800
1203,1664456400
1205,1664460000
1318,1664463600
1246,1664467200
1312,1664470800
1290,1664474400
1395,1664478000
1371,1664481600
1540,1664485200
1491,1664488800
1414,1664492400
1396,1664496000
1387,1664499600
1344,1664503200
1341,1664506800
1164,1664510400
1285,1664514000
1262,1664517600
1233,1664521200
1251,1664524800
1252,1664528400
1278,1664532000
1365,1664535600
1280,1664539200
1242,1664542800
1285,1664546400
1288,1664550000
1297,1664553600
1302,1664557200
1238,1664560800
1336,1664564400
1381,1664568000
1413,1664571600
1416,1664575200
1530,1664578800
1454,1664582400
1369,1664586000
1324,1664589600
1263,1664593200
1228,1664596800
1290,1664600400
1290,1664604000
1318,1664607600
1285,1664611200
1260,1664614800
1292,1664618400
1288,1664622000
1293,1664625600
1267,1664629200
1281,1664632800
1221,1664636400
1278,1664640000
1280,1664643600
1315,1664647200
1284,1664650800
1366,1664654400
1462,1664658000
1464,1664661600
1629,1664665200
1452,1664668800
1376,1664672400
1325,1664676000
1297,1664679600
1321,1664683200
1268,1664686800
1302,1664690400
1251,1664694000
1249,1664697600
1256,1664701200
1220,1664704800
1266,1664708400
1254,1664712000
1264,1664715600
1280,1664719200
1253,1664722800
1333,1664726400
1398,1664730000
1411,1664733600
1386,1664737200
1506,1664740800
1455,1664744400
1512,1664748000
1378,1664751600
1336,1664755200
1266,1664758800
1285,1664762400
1293,1664766000
1265,1664769600
1222,1664773200
1284,1664776800
1236,1664780400
1260,1664784000
1264,1664787600
1336,1664791200
1274,1664794800
1258,1664798400
1256,1664802000
1233,1664805600
1310,1664809200
1212,1664812800
1314,1664816400
1389,1664820000
1380,1664823600
1411,1664827200
1462,1664830800
1510,1664834400
1436,1664838000
1530,1664841600
1536,1664845200
1406,1664848800
1242,1664852400
1292,1664856000
1278,1664859600
1284,1664863200
1233,1664866800
1281,1664870400
1268,1664874000
1305,1664877600
1237,1664881200
1262,1664884800
1279,1664888400
1230,1664892000
1269,1664895600
1313,1664899200
1395,1664902800
1351,1664906400
1372,1664910000
1284,1664913600
1378,1664917200
1508,1664920800
1567,1664924400
1541,1664928000
1339,1664931600
1322,1664935200
1260,1664938800
1258,1664942400
1345,1664946000
1225,1664949600
1254,1664953200
1218,1664956800
1255,1664960400
1239,1664964000
1270,1664967600
1236,1664971200
1264,1664974800
1284,1664978400
1234,1664982000
1224,1664985600
1373,1664989200
1286,1664992800
1369,1664996400
1278,1665000000
1348,1665003600
1504,1665007200
1412,1665010800
1449,1665014400
1393,1665018000
1243,1665021600
1246,1665025200
1252,1665028800
1280,1665032400
1260,1665036000
1258,1665039600
1265,1665043200
1250,1665046800
1254,1665050400
1261,1665054000
1236,1665057600
1250,1665061200
1205,1665064800
1325,1665068400
1228,1665072000
1333,1665075600
1274,1665079200
1278,1665082800
1286,1665086400
1250,1665090000
1450,1665093600
1510,1665097200
1380,1665100800
1443,1665104400
1242,1665108000
1248,1665111600
1280,1665115200
1305,1665118800
1241,1665122400
1282,1665126000
1254,1665129600
1239,1665133200
1245,1665136800
1252,1665140400
1214,1665144000
1236,1665147600
1229,1665151200
1272,1665154800
1248,1665158400
1382,1665162000
1345,1665165600
1423,1665169200
1306,1665172800
1341,1665176400
1410,1665180000
1496,1665183600
1450,1665187200
1431,1665190800
1336,1665194400
1275,1665198000
1252,1665201600
1281,1665205200
1230,1665208800
1225,1665212400
1267,1665216000
1222,1665219600
1224,1665223200
1245,1665226800
1206,1665230400
1232,1665234000
1226,1665237600
1286,1665241200
1272,1665244800
1245,1665248400
1760,1665252000
1388,1665255600
1560,1665259200
1285,1665262800
1524,1665266400
1694,1665270000
1572,1665273600
1428,1665277200
1324,1665280800
1201,1665284400
1263,1665288000
1227,1665291600
1224,1665295200
1198,1665298800
1269,1665302400
1178,1665306000
1360,1665309600
1365,1665313200
1214,1665316800
1232,1665320400
1272,1665324000
1246,1665327600
1279,1665331200
1341,1665334800
1315,1665338400
1393,1665342000
1406,1665345600
1426,1665349200
1488,1665352800
1800,1665356400
1574,1665360000
1362,1665363600
1532,1665367200
1474,1665370800
1346,1665374400
1402,1665378000
1218,1665381600
1239,1665385200
1284,1665388800
1311,1665392400
1162,1665396000
1184,1665399600
1218,1665403200
1209,1665406800
1273,1665410400
1281,1665414000
1232,1665417600
1264,1665421200
1404,1665424800
1413,1665428400
1416,1665432000
1460,1665435600
1409,1665439200
1384,1665442800
1256,1665446400
1371,1665450000
1272,1665453600
1282,1665457200
1330,1665460800
1380,1665464400
1282,1665468000
1280,1665471600
1272,1665475200
1265,1665478800
1308,1665482400
1326,1665486000
1233,1665489600
1256,1665493200
1198,1665496800
1232,1665500400
1274,1665504000
1461,1665507600
1253,1665511200
1426,1665514800
1524,1665518400
1416,1665522000
1620,1665525600
1584,1665529200
1380,1665532800
1428,1665536400
1362,1665540000
1262,1665543600
1428,1665547200
1386,1665550800
1249,1665554400
1236,1665558000
1287,1665561600
1262,1665565200
1257,1665568800
1342,1665572400
1232,1665576000
1288,1665579600
1212,1665583200
2563,1665586800
1308,1665590400
1361,1665594000
1338,1665597600
1398,1665601200
1364,1665604800
1484,1665608400
1560,1665612000
1454,1665615600
1500,1665619200
1438,1665622800
1228,1665626400
1317,1665630000
1229,1665633600
1210,1665637200
1218,1665640800
1254,1665644400
1250,1665648000
1273,1665651600
1269,1665655200
1251,1665658800
1230,1665662400
1224,1665666000
1245,1665669600
1205,1665673200
1278,1665676800
1274,1665680400
1315,1665684000
1317,1665687600
1339,1665691200
1368,1665694800
1395,1665698400
1423,1665702000
1335,1665705600
1213,1665709200
1252,1665712800
1257,1665716400
1252,1665720000
1260,1665723600
1193,1665727200
1240,1665730800
1253,1665734400
1229,1665738000
1248,1665741600
1269,1665745200
1240,1665748800
1237,1665752400
1222,1665756000
1190,1665759600
1308,1665763200
1398,1665766800
1461,1665770400
1285,1665774000
1387,1665777600
1364,1665781200
1534,1665784800
1494,1665788400
1486,1665792000
1354,1665795600
1375,1665799200
1380,1665802800
1378,1665806400
1305,1665810000
1268,1665813600
1229,1665817200
1243,1665820800
1216,1665824400
1257,1665828000
1304,1665831600
1313,1665835200
1279,1665838800
1209,1665842400
1273,1665846000
1291,1665849600
1282,1665853200
1292,1665856800
1518,1665860400
1484,1665864000
1436,1665867600
1653,1665871200
1335,1665874800
1438,1665878400
1412,1665882000
1363,1665885600
1322,1665889200
1292,1665892800
1306,1665896400
1278,1665900000
1276,1665903600
1232,1665907200
1280,1665910800
1251,1665914400
1288,1665918000
1249,1665921600
1270,1665925200
1296,1665928800
1315,1665932400
1261,1665936000
1232,1665939600
1416,1665943200
1277,1665946800
1354,1665950400
1401,1665954000
1393,1665957600
1445,1665961200
1476,1665964800
1288,1665968400
1215,1665972000
1320,1665975600
1281,1665979200
1292,1665982800
1250,1665986400
1190,1665990000
1255,1665993600
1240,1665997200
1298,1666000800
1280,1666004400
1204,1666008000
1193,1666011600
1261,1666015200
1253,1666018800
1278,1666022400
1344,1666026000
1257,1666029600
1340,1666033200
1398,1666036800
1510,1666040400
1342,1666044000
1498,1666047600
1309,1666051200
1277,1666054800
1287,1666058400
1228,1666062000
1210,1666065600
1221,1666069200
1192,1666072800
1215,1666076400
1194,1666080000
1246,1666083600
1261,1666087200
1220,1666090800
1262,1666094400
1192,1666098000
1249,1666101600
1201,1666105200
1228,1666108800
1165,1666112400
1266,1666116000
1357,1666119600
1360,1666123200
1287,1666126800
1468,1666130400
1490,1666134000
1429,1666137600
1275,1666141200
1250,1666144800
1172,1666148400
1272,1666152000
1228,1666155600
1194,1666159200
1203,1666162800
1197,1666166400
1217,1666170000
1219,1666173600
1225,1666177200
1188,1666180800
1192,1666184400
1198,1666188000
1198,1666191600
1226,1666195200
1212,1666198800
1273,1666202400
1230,1666206000
1225,1666209600
1294,1666213200
1361,1666216800
1225,1666220400
1214,1666224000
1272,1666227600
1171,1666231200
1212,1666234800
1200,1666238400
1220,1666242000
1213,1666245600
1266,1666249200
1253,1666252800
1274,1666256400
1251,1666260000
1217,1666263600
1246,1666267200
1248,1666270800
1188,1666274400
1176,1666278000
1204,1666281600
1190,1666285200
1265,1666288800
1257,1666292400
1266,1666296000
1322,1666299600
1274,1666303200
1263,1666306800
1264,1666310400
1333,1666314000
1273,1666317600
1256,1666321200
1268,1666324800
1282,1666328400
1248,1666332000
1262,1666335600
1266,1666339200
1269,1666342800
1272,1666346400
1241,1666350000
1207,1666353600
1300,1666357200
1276,1666360800
1228,1666364400
1261,1666368000
1304,1666371600
1272,1666375200
1291,1666378800
1285,1666382400
1312,1666386000
1419,1666389600
1474,1666393200
1412,1666396800
1373,1666400400
1302,1666404000
1262,1666407600
1278,1666411200
1324,1666414800
1285,1666418400
1290,1666422000
1281,1666425600
1269,1666429200
1250,1666432800
1276,1666436400
1226,1666440000
1236,1666443600
1298,1666447200
1201,1666450800
1289,1666454400
1285,1666458000
1305,1666461600
1333,1666465200
1342,1666468800
1266,1666472400
1436,1666476000
1406,1666479600
1446,1666483200
1450,1666486800
1378,1666490400
1284,1666494000
1310,1666497600
1327,1666501200
1292,1666504800
1230,1666508400
1266,1666512000
1237,1666515600
1275,1666519200
1266,1666522800
1262,1666526400
1308,1666530000
1198,1666533600
1254,1666537200
1286,1666540800
1280,1666544400
1274,1666548000
1292,1666551600
1288,1666555200
1306,1666558800
1300,1666562400
1285,1666566000
1302,1666569600
1289,1666573200
1255,1666576800
1237,1666580400
1273,1666584000
1253,1666587600
1270,1666591200
1225,1666594800
1214,1666598400
1200,1666602000
1252,1666605600
1257,1666609200
1260,1666612800
1225,1666616400
1250,1666620000
1289,1666623600
1278,1666627200
1278,1666630800
1297,1666634400
1254,1666638000
1238,1666641600
1310,1666645200
1300,1666648800
1309,1666652400
1301,1666656000
1324,1666659600
1303,1666663200
1257,1666666800
1276,1666670400
1289,1666674000
1313,1666677600
1224,1666681200
1264,1666684800
1240,1666688400
1232,1666692000
1234,1666695600
1270,1666699200
1221,1666702800
1214,1666706400
1254,1666710000
1230,1666713600
1237,1666717200
1213,1666720800
1289,1666724400
1194,1666728000
1239,1666731600
1241,1666735200
1286,1666738800
1314,1666742400
1246,1666746000
1222,1666749600
1218,1666753200
1270,1666756800
1230,1666760400
1230,1666764000
1220,1666767600
1202,1666771200
1225,1666774800
1218,1666778400
1230,1666782000
1222,1666785600
1200,1666789200
1194,1666792800
1256,1666796400
1201,1666800000
1219,1666803600
1238,1666807200
1253,1666810800
1269,1666814400
1270,1666818000
1230,1666821600
1288,1666825200
1237,1666828800
1245,1666832400
1219,1666836000
1238,1666839600
1265,1666843200
1244,1666846800
1224,1666850400
1228,1666854000
1213,1666857600
1218,1666861200
1221,1666864800
1224,1666868400
1233,1666872000
1206,1666875600
1221,1666879200
1212,1666882800
1209,1666886400
1244,1666890000
1230,1666893600
1232,1666897200
1204,1666900800
1234,1666904400
1212,1666908000
1238,1666911600
1244,1666915200
1240,1666918800
1249,1666922400
1221,1666926000
1274,1666929600
1263,1666933200
1246,1666936800
1230,1666940400
1220,1666944000
1225,1666947600
1244,1666951200
1192,1666954800
1210,1666958400
1212,1666962000
1210,1666965600
1240,1666969200
1242,1666972800
1249,1666976400
1240,1666980000
1280,1666983600
1250,1666987200
1256,1666990800
1318,1666994400
1264,1666998000
1290,1667001600
1285,1667005200
1249,1667008800
1210,1667012400
1261,1667016000
1254,1667019600
1269,1667023200
1256,1667026800
1230,1667030400
1236,1667034000
1221,1667037600
1218,1667041200
1220,1667044800
1266,1667048400
1232,1667052000
1238,1667055600
1202,1667059200
1277,1667062800
1240,1667066400
1261,1667070000
1272,1667073600
1329,1667077200
1281,1667080800
1309,1667084400
1300,1667088000
1257,1667091600
1260,1667095200
1252,1667098800
1240,1667102400
1208,1667106000
1216,1667109600
1208,1667113200
1213,1667116800
1203,1667120400
1214,1667124000
1250,1667127600
1252,1667131200
1216,1667134800
1245,1667138400
1228,1667142000
1208,1667145600
1212,1667149200
1286,1667152800
1264,1667156400
1289,1667160000
1318,1667163600
1306,1667167200
1242,1667170800
1296,1667174400
1237,1667178000
1206,1667181600
1278,1667185200
1226,1667188800
1214,1667192400
1249,1667196000
1248,1667199600
1249,1667203200
1219,1667206800
1210,1667210400
1216,1667214000
1238,1667217600
1216,1667221200
1210,1667224800
1237,1667228400
1214,1667232000
1268,1667235600
1220,1667239200
1264,1667242800
1242,1667246400
1269,1667250000
1252,1667253600
1256,1667257200
1273,1667260800
1273,1667264400
1263,1667268000
1216,1667271600
1200,1667275200
1226,1667278800
1226,1667282400
1214,1667286000
1208,1667289600
1213,1667293200
1239,1667296800
1233,1667300400
1214,1667304000
1207,1667307600
1201,1667311200
1240,1667314800
1237,1667318400
1272,1667322000
1237,1667325600
1226,1667329200
1278,1667332800
1293,1667336400
1256,1667340000
1274,1667343600
1582,1667347200
1213,1667350800
1264,1667354400
1270,1667358000
1224,1667361600
1268,1667365200
1278,1667368800
1228,1667372400
1218,1667376000
1221,1667379600
1236,1667383200
1224,1667386800
1205,1667390400
1230,1667394000
1188,1667397600
1220,1667401200
1224,1667404800
1240,1667408400
1188,1667412000
1249,1667415600
1226,1667419200
1255,1667422800
1300,1667426400
1249,1667430000
1230,1667433600
1289,1667437200
1245,1667440800
1202,1667444400
1268,1667448000
1208,1667451600
1232,1667455200
1230,1667458800
1205,1667462400
1207,1667466000
1201,1667469600
1234,1667473200
1233,1667476800
1230,1667480400
1225,1667484000
1221,1667487600
1232,1667491200
1264,1667494800
1275,1667498400
1273,1667502000
1257,1667505600
1284,1667509200
1280,1667512800
1272,1667516400
1244,1667520000
1251,1667523600
1272,1667527200
1255,1667530800
1300,1667534400
1278,1667538000
1228,1667541600
1257,1667545200
1233,1667548800
1221,1667552400
1236,1667556000
1238,1667559600
1224,1667563200
1201,1667566800
1214,1667570400
1219,1667574000
1205,1667577600
1248,1667581200
1237,1667584800
1253,1667588400
1225,1667592000
1264,1667595600
1278,1667599200
1309,1667602800
1246,1667606400
1222,1667610000
1274,1667613600
1241,1667617200
1237,1667620800
1230,1667624400
1253,1667628000
1233,1667631600
1205,1667635200
1220,1667638800
1242,1667642400
1254,1667646000
1207,1667649600
1240,1667653200
1229,1667656800
1210,1667660400
1258,1667664000
1248,1667667600
1266,1667671200
1246,1667674800
1252,1667678400
1281,1667682000
1278,1667685600
1292,1667689200
1261,1667692800
1285,1667696400
1236,1667700000
1234,1667703600
1479,1667707200
1249,1667710800
1249,1667714400
1256,1667718000
1248,1667721600
1224,1667725200
1228,1667728800
1237,1667732400
1217,1667736000
1225,1667739600
1221,1667743200
1213,1667746800
1204,1667750400
1220,1667754000
1226,1667757600
1254,1667761200
1232,1667764800
1282,1667768400
1198,1667772000
1249,1667775600
1280,1667779200
1246,1667782800
1230,1667786400
1233,1667790000
1214,1667793600
1265,1667797200
1237,1667800800
1228,1667804400
1217,1667808000
1201,1667811600
1239,1667815200
1245,1667818800
1224,1667822400
1245,1667826000
1220,1667829600
1240,1667833200
1226,1667836800
1221,1667840400
1240,1667844000
1249,1667847600
1237,1667851200
1233,1667854800
1214,1667858400
1220,1667862000
1206,1667865600
1203,1667869200
1225,1667872800
1192,1667876400
1206,1667880000
1177,1667883600
1214,1667887200
1206,1667890800
1196,1667894400
1214,1667898000
1210,1667901600
1212,1667905200
1218,1667908800
1201,1667912400
1192,1667916000
1186,1667919600
1254,1667923200
1198,1667926800
2631,1667930400
1818,1667934000
5403,1667937600
1796,1667941200
1252,1667944800
1190,1667948400
1226,1667952000
1192,1667955600
1215,1667959200
1184,1667962800
1234,1667966400
1233,1667970000
1184,1667973600
1209,1667977200
1202,1667980800
1216,1667984400
1252,1667988000
1216,1667991600
1217,1667995200
1191,1667998800
1197,1668002400
1231,1668006000
1177,1668009600
1201,1668013200
1485,1668016800
1212,1668020400
1174,1668024000
1188,1668027600
2700,1668031200
1214,1668034800
1204,1668038400
1219,1668042000
1188,1668045600
1194,1668049200
1242,1668052800
1232,1668056400
1201,1668060000
1218,1668063600
1186,1668067200
1213,1668070800
1201,1668074400
1218,1668078000
1215,1668081600
1435,1668085200
1531,1668088800
1224,1668092400
1205,1668096000
1205,1668099600
1220,1668103200
1218,1668106800
1221,1668110400
1241,1668114000
1209,1668117600
1230,1668121200
1240,1668124800
1188,1668128400
1197,1668132000
1204,1668135600
1237,1668139200
1213,1668142800
1209,1668146400
1227,1668150000
1213,1668153600
1213,1668157200
1209,1668160800
1205,1668164400
1212,1668168000
1190,1668171600
1196,1668175200
1194,1668178800
1209,1668182400
1201,1668186000
1233,1668189600
1216,1668193200
1196,1668196800
1257,1668200400
1230,1668204000
1224,1668207600
1212,1668211200
1168,1668214800
1240,1668218400
1276,1668222000
1243,1668225600
1189,1668229200
1250,1668232800
1240,1668236400
1216,1668240000
1232,1668243600
1246,1668247200
1253,1668250800
1230,1668254400
1222,1668258000
1214,1668261600
1197,1668265200
1241,1668268800
1221,1668272400
1191,1668276000
1250,1668279600
1262,1668283200
1252,1668286800
1273,1668290400
1308,1668294000
1274,1668297600
1285,1668301200
1270,1668304800
1264,1668308400
1242,1668312000
1222,1668315600
1264,1668319200
1216,1668322800
1214,1668326400
1225,1668330000
1222,1668333600
1193,1668337200
1250,1668340800
1232,1668344400
1232,1668348000
1208,1668351600
1229,1668355200
1207,1668358800
1204,1668362400
1232,1668366000
1262,1668369600
1219,1668373200
1273,1668376800
1256,1668380400
1224,1668384000
1206,1668387600
1234,1668391200
1237,1668394800
1290,1668398400
1269,1668402000
